"Year","Measure","value.Q","value.HEC","diff","mean","pdiff"
2002,"Q003-avg",0.018,0.018,0,0.018,0
2002,"Q003-pp",0.571428571428571,0.5714,2.85714285709338e-05,0.571414285714285,5.00012500303849e-05
2002,"Q007-avg",0.019,0.019,0,0.019,0
2002,"Q007-pp",0.547619047619048,0.5476,1.90476190480293e-05,0.547609523809524,3.47832136218556e-05
2002,"Q015-avg",0.02,0.02,0,0.02,0
2002,"Q015-pp",0.523809523809524,0.5238,9.52380952390364e-06,0.523804761904762,1.81819834727567e-05
2003,"Q001-avg",0.011,0.011,0,0.011,0
2003,"Q001-pp",0.285714285714286,0.2857,1.42857142859665e-05,0.285707142857143,5.00012500321335e-05
2003,"Q003-avg",0.011,0.011,0,0.011,0
2003,"Q003-pp",0.214285714285714,0.2143,-1.42857142859942e-05,0.214292857142857,6.66644445198225e-05
2003,"Q007-avg",0.012,0.012,0,0.012,0
2003,"Q007-pp",0.214285714285714,0.2143,-1.42857142859942e-05,0.214292857142857,6.66644445198225e-05
2003,"Q015-avg",0.013,0.013,0,0.013,0
2003,"Q015-pp",0.214285714285714,0.2143,-1.42857142859942e-05,0.214292857142857,6.66644445198225e-05
2004,"Q001-avg",0.02,0.02,0,0.02,0
2004,"Q001-pp",0.69047619047619,0.6905,-2.38095238099811e-05,0.690488095238095,3.44821641012813e-05
2004,"Q003-avg",0.02,0.02,0,0.02,0
2004,"Q003-pp",0.69047619047619,0.6905,-2.38095238099811e-05,0.690488095238095,3.44821641012813e-05
2004,"Q007-avg",0.02,0.02,0,0.02,0
2004,"Q007-pp",0.666666666666667,0.6667,-3.33333333331076e-05,0.666683333333334,4.99987500309106e-05
2004,"Q015-avg",0.022,0.022,0,0.022,0
2004,"Q015-pp",0.619047619047619,0.619,4.76190476189631e-05,0.619023809523809,7.69260356166179e-05
2005,"Q001-avg",0.013,0.013,0,0.013,0
2005,"Q001-pp",0.428571428571429,0.4286,-2.85714285709893e-05,0.428585714285714,6.6664444517491e-05
2005,"Q003-avg",0.014,0.014,0,0.014,0
2005,"Q003-pp",0.476190476190476,0.4762,-9.52380952395915e-06,0.476195238095238,1.99998000023142e-05
2005,"Q007-avg",0.016,0.016,0,0.016,0
2005,"Q007-pp",0.476190476190476,0.4762,-9.52380952395915e-06,0.476195238095238,1.99998000023142e-05
2005,"Q015-avg",0.019,0.019,0,0.019,0
2005,"Q015-pp",0.5,0.5,0,0.5,0
2006,"Q001-avg",0.013,0.013,0,0.013,0
2006,"Q001-pp",0.452380952380952,0.4524,-1.90476190480293e-05,0.452390476190476,4.21043767508701e-05
2006,"Q003-avg",0.014,0.014,0,0.014,0
2006,"Q003-pp",0.428571428571429,0.4286,-2.85714285709893e-05,0.428585714285714,6.6664444517491e-05
2006,"Q007-avg",0.014,0.014,0,0.014,0
2006,"Q007-pp",0.380952380952381,0.381,-4.76190476190186e-05,0.38097619047619,0.000124992187988175
2006,"Q015-avg",0.015,0.015,0,0.015,0
2006,"Q015-pp",0.261904761904762,0.2857,-0.023795238095238,0.273802380952381,0.0869066149551725
2007,"Q001-avg",0.035,0.035,0,0.035,0
2007,"Q001-pp",0.80952380952381,0.8095,2.38095238099811e-05,0.809511904761905,2.94121972387596e-05
2007,"Q003-avg",0.035,0.035,0,0.035,0
2007,"Q003-pp",0.761904761904762,0.7619,4.76190476195182e-06,0.761902380952381,6.2500195313728e-06
2007,"Q007-avg",0.037,0.037,0,0.037,0
2007,"Q007-pp",0.761904761904762,0.7619,4.76190476195182e-06,0.761902380952381,6.2500195313728e-06
2007,"Q015-avg",0.039,0.039,0,0.039,0
2007,"Q015-pp",0.80952380952381,0.8095,2.38095238099811e-05,0.809511904761905,2.94121972387596e-05
2008,"Q001-avg",0.014,0.014,0,0.014,0
2008,"Q001-pp",0.5,0.5,0,0.5,0
2008,"Q003-avg",0.016,0.016,0,0.016,0
2008,"Q003-pp",0.5,0.5,0,0.5,0
2008,"Q007-avg",0.018,0.018,0,0.018,0
2008,"Q007-pp",0.523809523809524,0.5238,9.52380952390364e-06,0.523804761904762,1.81819834727567e-05
2008,"Q015-avg",0.022,0.022,0,0.022,0
2008,"Q015-pp",0.642857142857143,0.6429,-4.28571428570113e-05,0.642878571428572,6.66644445183113e-05
2009,"Q001-avg",0.008,0.008,0,0.008,0
2009,"Q001-pp",0.19047619047619,0.1905,-2.38095238100089e-05,0.190488095238095,0.000124992187990797
2009,"Q003-avg",0.008,0.008,0,0.008,0
2009,"Q003-pp",0.19047619047619,0.1905,-2.38095238100089e-05,0.190488095238095,0.000124992187990797
2009,"Q007-avg",0.01,0.01,0,0.01,0
2009,"Q007-pp",0.19047619047619,0.1905,-2.38095238100089e-05,0.190488095238095,0.000124992187990797
2009,"Q015-avg",0.011,0.011,0,0.011,0
2009,"Q015-pp",0.19047619047619,0.1905,-2.38095238100089e-05,0.190488095238095,0.000124992187990797
2010,"Q001-avg",0.013,0.013,0,0.013,0
2010,"Q001-pp",0.476190476190476,0.4762,-9.52380952395915e-06,0.476195238095238,1.99998000023142e-05
2010,"Q003-avg",0.013,0.013,0,0.013,0
2010,"Q003-pp",0.357142857142857,0.3571,4.28571428569557e-05,0.357121428571428,0.000120007200431502
2010,"Q007-avg",0.013,0.013,0,0.013,0
2010,"Q007-pp",0.30952380952381,0.3095,2.38095238099811e-05,0.309511904761905,7.6926035618232e-05
2010,"Q015-avg",0.014,0.014,0,0.014,0
2010,"Q015-pp",0.238095238095238,0.2381,-4.76190476197957e-06,0.238097619047619,1.99998000023142e-05
2011,"Q001-avg",0.016,0.016,0,0.016,0
2011,"Q001-pp",0.523809523809524,0.5238,9.52380952390364e-06,0.523804761904762,1.81819834727567e-05
2011,"Q003-avg",0.017,0.017,0,0.017,0
2011,"Q003-pp",0.523809523809524,0.5238,9.52380952390364e-06,0.523804761904762,1.81819834727567e-05
2011,"Q007-avg",0.019,0.019,0,0.019,0
2011,"Q007-pp",0.571428571428571,0.5714,2.85714285709338e-05,0.571414285714285,5.00012500303849e-05
2011,"Q015-avg",0.023,0.023,0,0.023,0
2011,"Q015-pp",0.69047619047619,0.6905,-2.38095238099811e-05,0.690488095238095,3.44821641012813e-05
2012,"Q001-avg",0.004,0.004,0,0.004,0
2012,"Q001-pp",0.0952380952380952,0.0952,3.80952380952121e-05,0.0952190476190476,0.000400080016002928
2012,"Q003-avg",0.005,0.005,0,0.005,0
2012,"Q003-pp",0.0952380952380952,0.0952,3.80952380952121e-05,0.0952190476190476,0.000400080016002928
2012,"Q007-avg",0.006,0.006,0,0.006,0
2012,"Q007-pp",0.119047619047619,0.119,4.76190476189908e-05,0.11902380952381,0.000400080016002724
2012,"Q015-avg",0.007,0.007,0,0.007,0
