"Year","Measure","value","prob","dist.prob"
2006,"Q001-avg",2.579999924,0.0204081632653061,-3.88152836923836
2003,"Q001-avg",2.68,0.0408163265306122,-3.17790912720432
2004,"Q001-avg",2.769999981,0.0612244897959184,-2.76178486866702
1973,"Q001-avg",3.109999895,0.0816326530612245,-2.46324917507588
1974,"Q001-avg",3.279999971,0.102040816326531,-2.22904968865403
1985,"Q001-avg",3.359999895,0.122448979591837,-2.03546153796087
1986,"Q001-avg",3.450000048,0.142857142857143,-1.8698247144926
1965,"Q001-avg",3.539999962,0.163265306122449,-1.72457814172114
2012,"Q001-avg",3.549999952,0.183673469387755,-1.59484075129147
1987,"Q001-avg",3.599999905,0.204081632653061,-1.47727585450375
1992,"Q001-avg",3.74000001,0.224489795918367,-1.36949963190224
1979,"Q001-avg",3.839999914,0.244897959183673,-1.26974805268157
1998,"Q001-avg",3.960000038,0.26530612244898,-1.17667753393266
1989,"Q001-avg",4.079999924,0.285714285714286,-1.08923963962745
1967,"Q001-avg",4.110000134,0.306122448979592,-1.00659906468789
1984,"Q001-avg",4.119999886,0.326530612244898,-0.928078089000868
1988,"Q001-avg",4.139999866,0.346938775510204,-0.85311784127572
1977,"Q001-avg",4.159999847,0.36734693877551,-0.781250585685175
2001,"Q001-avg",4.210000038,0.387755102040816,-0.712079437183712
1970,"Q001-avg",4.25,0.408163265306122,-0.645263201854181
2010,"Q001-avg",4.389999866,0.428571428571429,-0.580504823694894
1980,"Q001-avg",4.420000076,0.448979591836735,-0.517542410782538
1991,"Q001-avg",4.610000134,0.469387755102041,-0.45614212913251
1976,"Q001-avg",4.619999886,0.489795918367347,-0.396092459067505
1996,"Q001-avg",4.630000114,0.510204081632653,-0.337199446106193
1978,"Q001-avg",4.639999866,0.530612244897959,-0.279282670159893
1981,"Q001-avg",4.659999847,0.551020408163265,-0.222171717757066
1995,"Q001-avg",4.670000076,0.571428571428571,-0.165702980993696
1994,"Q001-avg",4.800000191,0.591836734693878,-0.109716629139932
1990,"Q001-avg",4.889999866,0.612244897959184,-0.054053606921866
1993,"Q001-avg",4.889999866,0.63265306122449,0.0014474920921283
2005,"Q001-avg",4.960000038,0.653061224489796,0.0569538495250389
1969,"Q001-avg",4.980000019,0.673469387755102,0.112642356865051
2002,"Q001-avg",4.980000019,0.693877551020408,0.16870434278347
1968,"Q001-avg",5.099999905,0.714285714285714,0.225351486825962
2000,"Q001-avg",5.230000019,0.73469387755102,0.282823494138883
2008,"Q001-avg",5.300000191,0.755102040816326,0.341398403343831
1982,"Q001-avg",5.320000172,0.775510204081633,0.401406901590768
2009,"Q001-avg",5.480000019,0.795918367346939,0.463252897441721
2007,"Q001-avg",5.639999866,0.816326530612245,0.527444199566249
2011,"Q001-avg",5.679999828,0.836734693877551,0.594640212505554
1983,"Q001-avg",5.710000038,0.857142857142857,0.665729810578276
1966,"Q001-avg",5.800000191,0.877551020408163,0.741966310444425
1972,"Q001-avg",5.829999924,0.897959183673469,0.825219803430541
1971,"Q001-avg",6,0.918367346938776,0.918498667385907
1999,"Q001-avg",6.010000229,0.938775510204082,1.02719075946469
1975,"Q001-avg",6.429999828,0.959183673469388,1.16273607304887
1997,"Q001-avg",7.449999809,0.979591836734694,1.35887699113822
2006,"Q003-avg",2.616666635,0.0204081632653061,-3.88152836923836
2003,"Q003-avg",2.75,0.0408163265306122,-3.17790912720432
2004,"Q003-avg",2.823333343,0.0612244897959184,-2.76178486866702
1974,"Q003-avg",3.443333387,0.0816326530612245,-2.46324917507588
1986,"Q003-avg",3.49000000966667,0.102040816326531,-2.22904968865403
2012,"Q003-avg",3.596666654,0.122448979591837,-2.03546153796087
1985,"Q003-avg",3.61666671433333,0.142857142857143,-1.8698247144926
1987,"Q003-avg",3.73333326966667,0.163265306122449,-1.72457814172114
1965,"Q003-avg",3.74666666966667,0.183673469387755,-1.59484075129147
1992,"Q003-avg",3.79000004133333,0.204081632653061,-1.47727585450375
1979,"Q003-avg",3.919999997,0.224489795918367,-1.36949963190224
1998,"Q003-avg",3.99666674933333,0.244897959183673,-1.26974805268157
1967,"Q003-avg",4.110000134,0.26530612244898,-1.17667753393266
1989,"Q003-avg",4.12000004466667,0.285714285714286,-1.08923963962745
2001,"Q003-avg",4.22666660933333,0.306122448979592,-1.00659906468789
1970,"Q003-avg",4.34333340333333,0.326530612244898,-0.928078089000868
1988,"Q003-avg",4.41666666666667,0.346938775510204,-0.85311784127572
1984,"Q003-avg",4.41999991766667,0.36734693877551,-0.781250585685175
1980,"Q003-avg",4.429999987,0.387755102040816,-0.712079437183712
2010,"Q003-avg",4.459999879,0.408163265306122,-0.645263201854181
1973,"Q003-avg",4.46999979,0.428571428571429,-0.580504823694894
1977,"Q003-avg",4.643333435,0.448979591836735,-0.517542410782538
1996,"Q003-avg",4.649999936,0.469387755102041,-0.45614212913251
1978,"Q003-avg",4.699999968,0.489795918367347,-0.396092459067505
1991,"Q003-avg",4.70666662866667,0.510204081632653,-0.337199446106193
1995,"Q003-avg",4.80000003166667,0.530612244897959,-0.279282670159893
1981,"Q003-avg",4.83333333333333,0.551020408163265,-0.222171717757066
1994,"Q003-avg",4.88000011466667,0.571428571428571,-0.165702980993696
1990,"Q003-avg",4.96666653933333,0.591836734693878,-0.109716629139932
1976,"Q003-avg",4.97666660966667,0.612244897959184,-0.054053606921866
1969,"Q003-avg",4.980000019,0.63265306122449,0.0014474920921283
2005,"Q003-avg",5.02000014,0.653061224489796,0.0569538495250389
1993,"Q003-avg",5.060000102,0.673469387755102,0.112642356865051
