"year","Value.Q","Value.E","diff","mean","pdiff","stat"
1966,125,125,0,125,0,"annual_min_01day_sw"
1967,221,221,0,221,0,"annual_min_01day_sw"
1968,204,204,0,204,0,"annual_min_01day_sw"
1969,157,157,0,157,0,"annual_min_01day_sw"
1970,205,205,0,205,0,"annual_min_01day_sw"
1971,175,175,0,175,0,"annual_min_01day_sw"
1972,157,157,0,157,0,"annual_min_01day_sw"
1973,156,156,0,156,0,"annual_min_01day_sw"
1974,159,159,0,159,0,"annual_min_01day_sw"
1975,194,194,0,194,0,"annual_min_01day_sw"
1976,221,221,0,221,0,"annual_min_01day_sw"
1977,231,231,0,231,0,"annual_min_01day_sw"
1978,205,205,0,205,0,"annual_min_01day_sw"
1979,201,201,0,201,0,"annual_min_01day_sw"
1980,241,241,0,241,0,"annual_min_01day_sw"
1981,231,231,0,231,0,"annual_min_01day_sw"
1982,155,155,0,155,0,"annual_min_01day_sw"
1983,181,181,0,181,0,"annual_min_01day_sw"
1984,179,179,0,179,0,"annual_min_01day_sw"
1985,180,180,0,180,0,"annual_min_01day_sw"
1986,210,210,0,210,0,"annual_min_01day_sw"
1987,267,267,0,267,0,"annual_min_01day_sw"
1988,250,250,0,250,0,"annual_min_01day_sw"
1989,181,181,0,181,0,"annual_min_01day_sw"
1990,204,204,0,204,0,"annual_min_01day_sw"
1991,233,233,0,233,0,"annual_min_01day_sw"
1992,252,252,0,252,0,"annual_min_01day_sw"
1993,260,260,0,260,0,"annual_min_01day_sw"
1994,165,165,0,165,0,"annual_min_01day_sw"
1995,230,230,0,230,0,"annual_min_01day_sw"
1996,210,210,0,210,0,"annual_min_01day_sw"
1997,177,177,0,177,0,"annual_min_01day_sw"
1998,190,190,0,190,0,"annual_min_01day_sw"
1999,193,193,0,193,0,"annual_min_01day_sw"
2000,246,246,0,246,0,"annual_min_01day_sw"
2001,234,234,0,234,0,"annual_min_01day_sw"
2002,229,229,0,229,0,"annual_min_01day_sw"
2003,272,272,0,272,0,"annual_min_01day_sw"
2004,256,256,0,256,0,"annual_min_01day_sw"
2005,243,243,0,243,0,"annual_min_01day_sw"
2006,300,300,0,300,0,"annual_min_01day_sw"
2007,297,297,0,297,0,"annual_min_01day_sw"
2008,233,233,0,233,0,"annual_min_01day_sw"
2009,301,301,0,301,0,"annual_min_01day_sw"
2010,316,316,0,316,0,"annual_min_01day_sw"
2011,241,241,0,241,0,"annual_min_01day_sw"
2012,256,256,0,256,0,"annual_min_01day_sw"
2013,256,256,0,256,0,"annual_min_01day_sw"
2014,261,261,0,261,0,"annual_min_01day_sw"
2015,283,283,0,283,0,"annual_min_01day_sw"
1966,80,80,0,80,0,"annual_mindoy_01day_sw"
1967,109,109,0,109,0,"annual_mindoy_01day_sw"
1968,97,97,0,97,0,"annual_mindoy_01day_sw"
1969,89,89,0,89,0,"annual_mindoy_01day_sw"
1970,81,81,0,81,0,"annual_mindoy_01day_sw"
1971,85,85,0,85,0,"annual_mindoy_01day_sw"
1972,67,67,0,67,0,"annual_mindoy_01day_sw"
1973,76,76,0,76,0,"annual_mindoy_01day_sw"
1974,73,73,0,73,0,"annual_mindoy_01day_sw"
1975,88,88,0,88,0,"annual_mindoy_01day_sw"
1976,98,98,0,98,0,"annual_mindoy_01day_sw"
1977,83,83,0,83,0,"annual_mindoy_01day_sw"
1978,96,96,0,96,0,"annual_mindoy_01day_sw"
1979,60,60,0,60,0,"annual_mindoy_01day_sw"
1980,100,100,0,100,0,"annual_mindoy_01day_sw"
1981,110,110,0,110,0,"annual_mindoy_01day_sw"
1982,88,88,0,88,0,"annual_mindoy_01day_sw"
1983,102,102,0,102,0,"annual_mindoy_01day_sw"
1984,18,18,0,18,0,"annual_mindoy_01day_sw"
1985,86,86,0,86,0,"annual_mindoy_01day_sw"
1986,83,83,0,83,0,"annual_mindoy_01day_sw"
1987,87,87,0,87,0,"annual_mindoy_01day_sw"
1988,102,102,0,102,0,"annual_mindoy_01day_sw"
1989,86,86,0,86,0,"annual_mindoy_01day_sw"
1990,52,52,0,52,0,"annual_mindoy_01day_sw"
1991,75,75,0,75,0,"annual_mindoy_01day_sw"
1992,42,42,0,42,0,"annual_mindoy_01day_sw"
1993,81,81,0,81,0,"annual_mindoy_01day_sw"
1994,83,83,0,83,0,"annual_mindoy_01day_sw"
1995,47,47,0,47,0,"annual_mindoy_01day_sw"
1996,30,30,0,30,0,"annual_mindoy_01day_sw"
1997,80,80,0,80,0,"annual_mindoy_01day_sw"
1998,5,5,0,5,0,"annual_mindoy_01day_sw"
1999,67,67,0,67,0,"annual_mindoy_01day_sw"
2000,102,102,0,102,0,"annual_mindoy_01day_sw"
2001,101,101,0,101,0,"annual_mindoy_01day_sw"
2002,100,100,0,100,0,"annual_mindoy_01day_sw"
2003,108,108,0,108,0,"annual_mindoy_01day_sw"
2004,87,87,0,87,0,"annual_mindoy_01day_sw"
2005,84,84,0,84,0,"annual_mindoy_01day_sw"
2006,76,76,0,76,0,"annual_mindoy_01day_sw"
2007,86,86,0,86,0,"annual_mindoy_01day_sw"
2008,114,114,0,114,0,"annual_mindoy_01day_sw"
2009,365,365,0,365,0,"annual_mindoy_01day_sw"
2010,365,365,0,365,0,"annual_mindoy_01day_sw"
2011,88,88,0,88,0,"annual_mindoy_01day_sw"
2012,97,97,0,97,0,"annual_mindoy_01day_sw"
2013,99,99,0,99,0,"annual_mindoy_01day_sw"
2014,93,93,0,93,0,"annual_mindoy_01day_sw"
2015,91,91,0,91,0,"annual_mindoy_01day_sw"
1966,125,125,0,125,0,"annual_min_03day_sw"
1967,221,221,0,221,0,"annual_min_03day_sw"
1968,204,204,0,204,0,"annual_min_03day_sw"
1969,157.333333333333,157.333333333333,-3.41060513164848e-13,157.333333333333,2.16775749892912e-15,"annual_min_03day_sw"
1970,205,205,0,205,0,"annual_min_03day_sw"
1971,175.333333333333,175.333333333333,-3.41060513164848e-13,175.333333333333,1.945212052271e-15,"annual_min_03day_sw"
1972,157.666666666667,157.666666666667,3.41060513164848e-13,157.666666666667,2.16317450210263e-15,"annual_min_03day_sw"
1973,156,156,0,156,0,"annual_min_03day_sw"
1974,159,159,0,159,0,"annual_min_03day_sw"
1975,194,194,0,194,0,"annual_min_03day_sw"
1976,221.333333333333,221.333333333333,-3.41060513164848e-13,221.333333333333,1.54093605345564e-15,"annual_min_03day_sw"
1977,231.666666666667,231.666666666667,3.41060513164848e-13,231.666666666667,1.47220365394898e-15,"annual_min_03day_sw"
1978,205.666666666667,205.666666666667,3.41060513164848e-13,205.666666666667,1.65831691976425e-15,"annual_min_03day_sw"
1979,201.666666666667,201.666666666667,3.41060513164848e-13,201.666666666667,1.69120915618933e-15,"annual_min_03day_sw"
1980,241.666666666667,241.666666666667,3.41060513164848e-13,241.666666666667,1.41128488206144e-15,"annual_min_03day_sw"
1981,231.333333333333,231.333333333333,-3.41060513164848e-13,231.333333333333,1.47432498486246e-15,"annual_min_03day_sw"
1982,155.666666666667,155.666666666667,3.41060513164848e-13,155.666666666667,2.1909668939926e-15,"annual_min_03day_sw"
1983,182,182,0,182,0,"annual_min_03day_sw"
1984,180.333333333333,180.333333333333,-3.41060513164848e-13,180.333333333333,1.8912782615426e-15,"annual_min_03day_sw"
1985,180.666666666667,180.666666666667,3.41060513164848e-13,180.666666666667,1.88778881825562e-15,"annual_min_03day_sw"
1986,210.666666666667,210.666666666667,3.41060513164848e-13,210.666666666667,1.61895813211162e-15,"annual_min_03day_sw"
1987,267.333333333333,267.333333333333,-3.41060513164848e-13,267.333333333333,1.27578745572886e-15,"annual_min_03day_sw"
1988,250.333333333333,250.333333333333,-3.41060513164848e-13,250.333333333333,1.3624254853456e-15,"annual_min_03day_sw"
1989,182,182,0,182,0,"annual_min_03day_sw"
1990,204.666666666667,204.666666666667,3.41060513164848e-13,204.666666666667,1.66641944543085e-15,"annual_min_03day_sw"
1991,234.333333333333,234.333333333333,-3.41060513164848e-13,234.333333333333,1.45545026955127e-15,"annual_min_03day_sw"
1992,255,255,0,255,0,"annual_min_03day_sw"
1993,262.666666666667,262.666666666667,3.41060513164848e-13,262.666666666667,1.29845373032302e-15,"annual_min_03day_sw"
1994,166,166,0,166,0,"annual_min_03day_sw"
1995,230,230,0,230,0,"annual_min_03day_sw"
1996,210.666666666667,210.666666666667,3.41060513164848e-13,210.666666666667,1.61895813211162e-15,"annual_min_03day_sw"
1997,177.666666666667,177.666666666667,3.41060513164848e-13,177.666666666667,1.91966517728807e-15,"annual_min_03day_sw"
1998,193,193,0,193,0,"annual_min_03day_sw"
1999,193.666666666667,193.666666666667,3.41060513164848e-13,193.666666666667,1.76106977537787e-15,"annual_min_03day_sw"
2000,246.333333333333,246.333333333333,-3.41060513164848e-13,246.333333333333,1.38454876792225e-15,"annual_min_03day_sw"
2001,235,235,0,235,0,"annual_min_03day_sw"
2002,229.666666666667,229.666666666667,3.41060513164848e-13,229.666666666667,1.48502400507191e-15,"annual_min_03day_sw"
2003,273.666666666667,273.666666666667,3.41060513164848e-13,273.666666666667,1.24626253288008e-15,"annual_min_03day_sw"
2004,257.333333333333,257.333333333333,-3.41060513164848e-13,257.333333333333,1.32536468846444e-15,"annual_min_03day_sw"
2005,243.333333333333,243.333333333333,-3.41060513164848e-13,243.333333333333,1.4016185472528e-15,"annual_min_03day_sw"
2006,300.666666666667,300.666666666667,3.41060513164848e-13,300.666666666667,1.13434760476113e-15,"annual_min_03day_sw"
2007,297,297,0,297,0,"annual_min_03day_sw"
2008,233.666666666667,233.666666666667,3.41060513164848e-13,233.666666666667,1.45960276675399e-15,"annual_min_03day_sw"
2009,302.333333333333,302.333333333333,-3.41060513164848e-13,302.333333333333,1.12809431035782e-15,"annual_min_03day_sw"
2010,317,317,0,317,0,"annual_min_03day_sw"
2011,241,241,0,241,0,"annual_min_03day_sw"
2012,256,256,0,256,0,"annual_min_03day_sw"
2013,256,256,0,256,0,"annual_min_03day_sw"
2014,261.333333333333,261.333333333333,-3.41060513164848e-13,261.333333333333,1.30507849425325e-15,"annual_min_03day_sw"
2015,283.666666666667,283.666666666667,3.41060513164848e-13,283.666666666667,1.20232848354235e-15,"annual_min_03day_sw"
1966,82,82,0,82,0,"annual_mindoy_03day_sw"
1967,111,111,0,111,0,"annual_mindoy_03day_sw"
1968,99,99,0,99,0,"annual_mindoy_03day_sw"
1969,90,90,0,90,0,"annual_mindoy_03day_sw"
1970,83,83,0,83,0,"annual_mindoy_03day_sw"
1971,87,87,0,87,0,"annual_mindoy_03day_sw"
1972,67,67,0,67,0,"annual_mindoy_03day_sw"
1973,78,78,0,78,0,"annual_mindoy_03day_sw"
1974,75,75,0,75,0,"annual_mindoy_03day_sw"
1975,90,90,0,90,0,"annual_mindoy_03day_sw"
1976,99,99,0,99,0,"annual_mindoy_03day_sw"
1977,84,84,0,84,0,"annual_mindoy_03day_sw"
1978,97,97,0,97,0,"annual_mindoy_03day_sw"
1979,61,61,0,61,0,"annual_mindoy_03day_sw"
1980,102,102,0,102,0,"annual_mindoy_03day_sw"
1981,111,111,0,111,0,"annual_mindoy_03day_sw"
1982,89,89,0,89,0,"annual_mindoy_03day_sw"
1983,102,102,0,102,0,"annual_mindoy_03day_sw"
1984,19,19,0,19,0,"annual_mindoy_03day_sw"
1985,87,87,0,87,0,"annual_mindoy_03day_sw"
1986,84,84,0,84,0,"annual_mindoy_03day_sw"
1987,88,88,0,88,0,"annual_mindoy_03day_sw"
1988,103,103,0,103,0,"annual_mindoy_03day_sw"
1989,86,86,0,86,0,"annual_mindoy_03day_sw"
1990,54,54,0,54,0,"annual_mindoy_03day_sw"
1991,98,98,0,98,0,"annual_mindoy_03day_sw"
1992,42,42,0,42,0,"annual_mindoy_03day_sw"
1993,77,77,0,77,0,"annual_mindoy_03day_sw"
1994,84,84,0,84,0,"annual_mindoy_03day_sw"
1995,54,54,0,54,0,"annual_mindoy_03day_sw"
1996,31,31,0,31,0,"annual_mindoy_03day_sw"
1997,94,94,0,94,0,"annual_mindoy_03day_sw"
1998,74,74,0,74,0,"annual_mindoy_03day_sw"
1999,68,68,0,68,0,"annual_mindoy_03day_sw"
2000,103,103,0,103,0,"annual_mindoy_03day_sw"
2001,102,102,0,102,0,"annual_mindoy_03day_sw"
2002,101,101,0,101,0,"annual_mindoy_03day_sw"
2003,109,109,0,109,0,"annual_mindoy_03day_sw"
2004,88,88,0,88,0,"annual_mindoy_03day_sw"
2005,86,86,0,86,0,"annual_mindoy_03day_sw"
2006,76,76,0,76,0,"annual_mindoy_03day_sw"
2007,88,88,0,88,0,"annual_mindoy_03day_sw"
2008,115,115,0,115,0,"annual_mindoy_03day_sw"
2009,365,365,0,365,0,"annual_mindoy_03day_sw"
2010,365,365,0,365,0,"annual_mindoy_03day_sw"
2011,90,90,0,90,0,"annual_mindoy_03day_sw"
2012,99,99,0,99,0,"annual_mindoy_03day_sw"
2013,101,101,0,101,0,"annual_mindoy_03day_sw"
2014,94,94,0,94,0,"annual_mindoy_03day_sw"
2015,92,92,0,92,0,"annual_mindoy_03day_sw"
1966,125.285714285714,125.285714285714,-2.98427949019242e-13,125.285714285714,2.38197906856864e-15,"annual_min_07day_sw"
1967,221.428571428571,221.428571428571,-4.2632564145606e-13,221.428571428571,1.92534160657576e-15,"annual_min_07day_sw"
1968,204,204,0,204,0,"annual_min_07day_sw"
1969,158.428571428571,158.428571428571,-4.2632564145606e-13,158.428571428571,2.6909643734828e-15,"annual_min_07day_sw"
1970,206,206,0,206,0,"annual_min_07day_sw"
1971,176.285714285714,176.285714285714,-2.8421709430404e-13,176.285714285714,1.61225256088191e-15,"annual_min_07day_sw"
1972,158.142857142857,158.142857142857,-1.4210854715202e-13,158.142857142857,8.98608699244933e-16,"annual_min_07day_sw"
1973,156.428571428571,156.428571428571,-4.2632564145606e-13,156.428571428571,2.725369397436e-15,"annual_min_07day_sw"
1974,159.857142857143,159.857142857143,1.4210854715202e-13,159.857142857143,8.88972144829437e-16,"annual_min_07day_sw"
1975,194,194,0,194,0,"annual_min_07day_sw"
1976,222.571428571429,222.571428571429,4.2632564145606e-13,222.571428571429,1.91545538523262e-15,"annual_min_07day_sw"
1977,233.428571428571,233.428571428571,-4.2632564145606e-13,233.428571428571,1.82636443708227e-15,"annual_min_07day_sw"
1978,205.857142857143,205.857142857143,1.4210854715202e-13,205.857142857143,6.90326044458112e-16,"annual_min_07day_sw"
1979,203,203,0,203,0,"annual_min_07day_sw"
1980,243.142857142857,243.142857142857,-1.4210854715202e-13,243.142857142857,5.84465235055312e-16,"annual_min_07day_sw"
1981,232.714285714286,232.714285714286,2.8421709430404e-13,232.714285714286,1.22131348074173e-15,"annual_min_07day_sw"
1982,156.714285714286,156.714285714286,2.8421709430404e-13,156.714285714286,1.81360041944237e-15,"annual_min_07day_sw"
1983,183.428571428571,183.428571428571,-4.2632564145606e-13,183.428571428571,2.32420521043024e-15,"annual_min_07day_sw"
1984,182.571428571429,182.571428571429,4.2632564145606e-13,182.571428571429,2.33511697198155e-15,"annual_min_07day_sw"
1985,182,182,0,182,0,"annual_min_07day_sw"
1986,212.285714285714,212.285714285714,-2.8421709430404e-13,212.285714285714,1.33884230156681e-15,"annual_min_07day_sw"
1987,267.857142857143,267.857142857143,1.70530256582424e-13,267.857142857143,6.3664629124105e-16,"annual_min_07day_sw"
1988,251.428571428571,251.428571428571,-4.2632564145606e-13,251.428571428571,1.69561334670024e-15,"annual_min_07day_sw"
1989,184.571428571429,184.571428571429,4.2632564145606e-13,184.571428571429,2.30981384689816e-15,"annual_min_07day_sw"
1990,206.714285714286,206.714285714286,2.8421709430404e-13,206.714285714286,1.37492720119439e-15,"annual_min_07day_sw"
1991,236.571428571429,236.571428571429,4.2632564145606e-13,236.571428571429,1.80210114142054e-15,"annual_min_07day_sw"
1992,267.571428571429,267.571428571429,4.54747350886464e-13,267.571428571429,1.69953628201028e-15,"annual_min_07day_sw"
1993,264.428571428571,264.428571428571,-4.54747350886464e-13,264.428571428571,1.71973606494071e-15,"annual_min_07day_sw"
1994,167.142857142857,167.142857142857,-1.4210854715202e-13,167.142857142857,8.50222076977898e-16,"annual_min_07day_sw"
1995,230.428571428571,230.428571428571,-4.2632564145606e-13,230.428571428571,1.85014227538278e-15,"annual_min_07day_sw"
1996,213.142857142857,213.142857142857,-1.4210854715202e-13,213.142857142857,6.66729108622078e-16,"annual_min_07day_sw"
1997,179.428571428571,179.428571428571,-4.2632564145606e-13,179.428571428571,2.3760187023825e-15,"annual_min_07day_sw"
1998,194.285714285714,194.285714285714,-2.8421709430404e-13,194.285714285714,1.4628821030355e-15,"annual_min_07day_sw"
1999,195,195,0,195,0,"annual_min_07day_sw"
2000,247,247,0,247,0,"annual_min_07day_sw"
2001,236.428571428571,236.428571428571,-4.2632564145606e-13,236.428571428571,1.80319002428545e-15,"annual_min_07day_sw"
2002,230.714285714286,230.714285714286,2.8421709430404e-13,230.714285714286,1.23190071834568e-15,"annual_min_07day_sw"
2003,276.571428571429,276.571428571429,4.54747350886464e-13,276.571428571429,1.64423112407296e-15,"annual_min_07day_sw"
2004,259.571428571429,259.571428571429,4.54747350886464e-13,259.571428571429,1.75191604634301e-15,"annual_min_07day_sw"
2005,245.571428571429,245.571428571429,4.2632564145606e-13,245.571428571429,1.73605554985016e-15,"annual_min_07day_sw"
2006,301,301,0,301,0,"annual_min_07day_sw"
2007,297.428571428571,297.428571428571,-4.54747350886464e-13,297.428571428571,1.52892961393144e-15,"annual_min_07day_sw"
2008,235.285714285714,235.285714285714,-2.8421709430404e-13,235.285714285714,1.20796579242761e-15,"annual_min_07day_sw"
2009,303,303,0,303,0,"annual_min_07day_sw"
2010,318.285714285714,318.285714285714,-2.8421709430404e-13,318.285714285714,8.9296214547948e-16,"annual_min_07day_sw"
2011,241,241,0,241,0,"annual_min_07day_sw"
2012,256.285714285714,256.285714285714,-2.8421709430404e-13,256.285714285714,1.10898531779726e-15,"annual_min_07day_sw"
2013,256.857142857143,256.857142857143,1.70530256582424e-13,256.857142857143,6.63910898819226e-16,"annual_min_07day_sw"
2014,261.714285714286,261.714285714286,2.8421709430404e-13,261.714285714286,1.08598234723159e-15,"annual_min_07day_sw"
2015,285.285714285714,285.285714285714,-2.8421709430404e-13,285.285714285714,9.96254211381213e-16,"annual_min_07day_sw"
1966,84,84,0,84,0,"annual_mindoy_07day_sw"
1967,112,112,0,112,0,"annual_mindoy_07day_sw"
1968,103,103,0,103,0,"annual_mindoy_07day_sw"
1969,93,93,0,93,0,"annual_mindoy_07day_sw"
1970,86,86,0,86,0,"annual_mindoy_07day_sw"
1971,89,89,0,89,0,"annual_mindoy_07day_sw"
1972,70,70,0,70,0,"annual_mindoy_07day_sw"
1973,81,81,0,81,0,"annual_mindoy_07day_sw"
1974,77,77,0,77,0,"annual_mindoy_07day_sw"
1975,94,94,0,94,0,"annual_mindoy_07day_sw"
1976,100,100,0,100,0,"annual_mindoy_07day_sw"
1977,86,86,0,86,0,"annual_mindoy_07day_sw"
1978,101,101,0,101,0,"annual_mindoy_07day_sw"
1979,62,62,0,62,0,"annual_mindoy_07day_sw"
1980,105,105,0,105,0,"annual_mindoy_07day_sw"
1981,113,113,0,113,0,"annual_mindoy_07day_sw"
1982,91,91,0,91,0,"annual_mindoy_07day_sw"
1983,104,104,0,104,0,"annual_mindoy_07day_sw"
1984,22,22,0,22,0,"annual_mindoy_07day_sw"
1985,88,88,0,88,0,"annual_mindoy_07day_sw"
1986,85,85,0,85,0,"annual_mindoy_07day_sw"
1987,92,92,0,92,0,"annual_mindoy_07day_sw"
1988,105,105,0,105,0,"annual_mindoy_07day_sw"
1989,87,87,0,87,0,"annual_mindoy_07day_sw"
1990,55,55,0,55,0,"annual_mindoy_07day_sw"
1991,99,99,0,99,0,"annual_mindoy_07day_sw"
1992,44,44,0,44,0,"annual_mindoy_07day_sw"
1993,81,81,0,81,0,"annual_mindoy_07day_sw"
1994,86,86,0,86,0,"annual_mindoy_07day_sw"
1995,53,53,0,53,0,"annual_mindoy_07day_sw"
1996,32,32,0,32,0,"annual_mindoy_07day_sw"
1997,96,96,0,96,0,"annual_mindoy_07day_sw"
1998,76,76,0,76,0,"annual_mindoy_07day_sw"
1999,71,71,0,71,0,"annual_mindoy_07day_sw"
2000,104,104,0,104,0,"annual_mindoy_07day_sw"
2001,103,103,0,103,0,"annual_mindoy_07day_sw"
2002,103,103,0,103,0,"annual_mindoy_07day_sw"
2003,109,109,0,109,0,"annual_mindoy_07day_sw"
2004,90,90,0,90,0,"annual_mindoy_07day_sw"
2005,88,88,0,88,0,"annual_mindoy_07day_sw"
2006,78,78,0,78,0,"annual_mindoy_07day_sw"
2007,101,101,0,101,0,"annual_mindoy_07day_sw"
2008,116,116,0,116,0,"annual_mindoy_07day_sw"
2009,365,365,0,365,0,"annual_mindoy_07day_sw"
2010,365,365,0,365,0,"annual_mindoy_07day_sw"
2011,94,94,0,94,0,"annual_mindoy_07day_sw"
2012,102,102,0,102,0,"annual_mindoy_07day_sw"
2013,103,103,0,103,0,"annual_mindoy_07day_sw"
2014,94,94,0,94,0,"annual_mindoy_07day_sw"
2015,94,94,0,94,0,"annual_mindoy_07day_sw"
1966,127.333333333333,127.333333333333,-3.26849658449646e-13,127.333333333333,2.56688213442131e-15,"annual_min_30day_sw"
1967,224.033333333333,224.033333333333,-3.41060513164848e-13,224.033333333333,1.52236503421298e-15,"annual_min_30day_sw"
1968,207.633333333333,207.633333333333,-3.12638803734444e-13,207.633333333333,1.50572549559052e-15,"annual_min_30day_sw"
1969,163.833333333333,163.833333333333,-3.41060513164848e-13,163.833333333333,2.08175287791362e-15,"annual_min_30day_sw"
1970,208.666666666667,208.666666666667,3.41060513164848e-13,208.666666666667,1.63447530270694e-15,"annual_min_30day_sw"
1971,185.1,185.1,0,185.1,0,"annual_min_30day_sw"
1972,159.566666666667,159.566666666667,3.41060513164848e-13,159.566666666667,2.13741704511081e-15,"annual_min_30day_sw"
1973,160.166666666667,160.166666666667,3.41060513164848e-13,160.166666666667,2.12941007178885e-15,"annual_min_30day_sw"
1974,162.8,162.8,0,162.8,0,"annual_min_30day_sw"
1975,197.633333333333,197.633333333333,-3.12638803734444e-13,197.633333333333,1.58191332636757e-15,"annual_min_30day_sw"
1976,226.3,226.3,0,226.3,0,"annual_min_30day_sw"
1977,238.866666666667,238.866666666667,3.12638803734444e-13,238.866666666667,1.30884232654665e-15,"annual_min_30day_sw"
1978,207.966666666667,207.966666666667,3.41060513164848e-13,207.966666666667,1.63997682239869e-15,"annual_min_30day_sw"
1979,207.966666666667,207.966666666667,3.41060513164848e-13,207.966666666667,1.63997682239869e-15,"annual_min_30day_sw"
1980,252.333333333333,252.333333333333,-3.41060513164848e-13,252.333333333333,1.3516268685529e-15,"annual_min_30day_sw"
1981,241.166666666667,241.166666666667,3.41060513164848e-13,241.166666666667,1.41421083551423e-15,"annual_min_30day_sw"
1982,159.966666666667,159.966666666667,3.41060513164848e-13,159.966666666667,2.13207238902801e-15,"annual_min_30day_sw"
1983,185.7,185.7,0,185.7,0,"annual_min_30day_sw"
1984,184.666666666667,184.666666666667,3.41060513164848e-13,184.666666666667,1.84689808573022e-15,"annual_min_30day_sw"
1985,186.5,186.5,0,186.5,0,"annual_min_30day_sw"
1986,216.266666666667,216.266666666667,3.12638803734444e-13,216.266666666667,1.44561715660193e-15,"annual_min_30day_sw"
1987,272.766666666667,272.766666666667,3.41060513164848e-13,272.766666666667,1.25037460527257e-15,"annual_min_30day_sw"
1988,260.266666666667,260.266666666667,3.41060513164848e-13,260.266666666667,1.31042717660674e-15,"annual_min_30day_sw"
1989,194.866666666667,194.866666666667,3.12638803734444e-13,194.866666666667,1.60437292371422e-15,"annual_min_30day_sw"
1990,213.666666666667,213.666666666667,3.41060513164848e-13,213.666666666667,1.59622705069352e-15,"annual_min_30day_sw"
1991,239.2,239.2,0,239.2,0,"annual_min_30day_sw"
1992,298.166666666667,298.166666666667,3.41060513164848e-13,298.166666666667,1.14385862436506e-15,"annual_min_30day_sw"
1993,276.233333333333,276.233333333333,-3.41060513164848e-13,276.233333333333,1.23468268311155e-15,"annual_min_30day_sw"
1994,172.9,172.9,0,172.9,0,"annual_min_30day_sw"
1995,237.133333333333,237.133333333333,-3.12638803734444e-13,237.133333333333,1.31840934945647e-15,"annual_min_30day_sw"
1996,226.066666666667,226.066666666667,3.41060513164848e-13,226.066666666667,1.50867227881826e-15,"annual_min_30day_sw"
1997,183.133333333333,183.133333333333,-3.12638803734444e-13,183.133333333333,1.7071649275634e-15,"annual_min_30day_sw"
1998,204.766666666667,204.766666666667,3.12638803734444e-13,204.766666666667,1.52680516230397e-15,"annual_min_30day_sw"
1999,197.666666666667,197.666666666667,3.41060513164848e-13,197.666666666667,1.72543261297562e-15,"annual_min_30day_sw"
2000,252.6,252.6,0,252.6,0,"annual_min_30day_sw"
2001,247,247,0,247,0,"annual_min_30day_sw"
2002,236.266666666667,236.266666666667,3.12638803734444e-13,236.266666666667,1.32324550113337e-15,"annual_min_30day_sw"
2003,292.566666666667,292.566666666667,3.41060513164848e-13,292.566666666667,1.16575314970325e-15,"annual_min_30day_sw"
2004,265.533333333333,265.533333333333,-3.41060513164848e-13,265.533333333333,1.28443577641796e-15,"annual_min_30day_sw"
2005,253.966666666667,253.966666666667,3.41060513164848e-13,253.966666666667,1.34293416392511e-15,"annual_min_30day_sw"
2006,303.3,303.3,0,303.3,0,"annual_min_30day_sw"
2007,300.733333333333,300.733333333333,-3.41060513164848e-13,300.733333333333,1.13409614220189e-15,"annual_min_30day_sw"
2008,247.5,247.5,0,247.5,0,"annual_min_30day_sw"
2009,312.466666666667,312.466666666667,3.41060513164848e-13,312.466666666667,1.0915100698683e-15,"annual_min_30day_sw"
2010,317.533333333333,317.533333333333,-3.41060513164848e-13,317.533333333333,1.07409357494703e-15,"annual_min_30day_sw"
2011,243.5,243.5,0,243.5,0,"annual_min_30day_sw"
2012,261,261,0,261,0,"annual_min_30day_sw"
2013,267,267,0,267,0,"annual_min_30day_sw"
2014,263.866666666667,263.866666666667,3.41060513164848e-13,263.866666666667,1.29254868556663e-15,"annual_min_30day_sw"
2015,298.1,298.1,0,298.1,0,"annual_min_30day_sw"
1966,92,92,0,92,0,"annual_mindoy_30day_sw"
1967,117,117,0,117,0,"annual_mindoy_30day_sw"
1968,109,109,0,109,0,"annual_mindoy_30day_sw"
1969,96,96,0,96,0,"annual_mindoy_30day_sw"
1970,96,96,0,96,0,"annual_mindoy_30day_sw"
1971,96,96,0,96,0,"annual_mindoy_30day_sw"
1972,75,75,0,75,0,"annual_mindoy_30day_sw"
1973,89,89,0,89,0,"annual_mindoy_30day_sw"
1974,98,98,0,98,0,"annual_mindoy_30day_sw"
1975,102,102,0,102,0,"annual_mindoy_30day_sw"
1976,107,107,0,107,0,"annual_mindoy_30day_sw"
1977,101,101,0,101,0,"annual_mindoy_30day_sw"
1978,104,104,0,104,0,"annual_mindoy_30day_sw"
1979,67,67,0,67,0,"annual_mindoy_30day_sw"
1980,113,113,0,113,0,"annual_mindoy_30day_sw"
1981,114,114,0,114,0,"annual_mindoy_30day_sw"
1982,93,93,0,93,0,"annual_mindoy_30day_sw"
1983,113,113,0,113,0,"annual_mindoy_30day_sw"
1984,26,26,0,26,0,"annual_mindoy_30day_sw"
1985,90,90,0,90,0,"annual_mindoy_30day_sw"
1986,87,87,0,87,0,"annual_mindoy_30day_sw"
1987,103,103,0,103,0,"annual_mindoy_30day_sw"
1988,108,108,0,108,0,"annual_mindoy_30day_sw"
1989,89,89,0,89,0,"annual_mindoy_30day_sw"
1990,61,61,0,61,0,"annual_mindoy_30day_sw"
1991,99,99,0,99,0,"annual_mindoy_30day_sw"
1992,53,53,0,53,0,"annual_mindoy_30day_sw"
