"Year","Measure","value.Q","value.HEC","diff","mean","pdiff"
1965,"Q003-pp",0.530612244897959,0.1837,0.346912244897959,0.357156122448979,0.971318208180839
1965,"Q007-avg",4.657,4.224,0.433,4.4405,0.0975115414930751
1965,"Q007-pp",0.489795918367347,0.2449,0.244895918367347,0.367347959183673,0.666659259279835
1965,"Q015-avg",5.029,4.633,0.396,4.831,0.0819706064996895
1965,"Q015-pp",0.571428571428571,0.2857,0.285728571428571,0.428564285714286,0.666711111851863
1965,"Q030-avg",5.07,5.07,0,5.07,0
1965,"Q030-pp",0.469387755102041,0.3878,0.081587755102041,0.428593877551021,0.190361457257001
1965,"Q060-avg",5.539,5.539,0,5.539,0
1965,"Q060-pp",0.571428571428571,0.4898,0.081628571428571,0.530614285714285,0.153837869854346
1965,"Q090-avg",6.082,5.981,0.101,6.0315,0.0167454198789687
1965,"Q090-pp",0.63265306122449,0.449,0.18365306122449,0.540826530612245,0.339578498518896
1966,"Q001-avg",3.54,5.8,-2.26,4.67,0.483940042826552
1966,"Q001-pp",0.183673469387755,0.8776,-0.693926530612245,0.530636734693878,1.30772425888036
1966,"Q003-avg",3.747,5.937,-2.19,4.842,0.452292441140025
1966,"Q003-pp",0.163265306122449,0.8776,-0.714334693877551,0.520432653061225,1.37257854532336
1966,"Q007-avg",4.224,6.306,-2.082,5.265,0.395441595441595
1966,"Q007-pp",0.26530612244898,0.9184,-0.65309387755102,0.59185306122449,1.10347300764117
1966,"Q015-avg",4.633,6.419,-1.786,5.526,0.323199420919291
1966,"Q015-pp",0.346938775510204,0.9184,-0.571461224489796,0.632669387755102,0.903254109571366
1966,"Q030-avg",5.718,6.446,-0.728,6.082,0.119697467938178
1966,"Q030-pp",0.877551020408163,0.8776,-4.89795918370284e-05,0.877575510204082,5.58123959334714e-05
1966,"Q060-avg",6.397,6.951,-0.553999999999999,6.674,0.0830086904405153
1966,"Q060-pp",0.836734693877551,0.7347,0.102034693877551,0.785717346938775,0.129861831707149
1966,"Q090-avg",5.981,7.506,-1.525,6.7435,0.226143693927486
1966,"Q090-pp",0.571428571428571,0.7143,-0.142871428571429,0.642864285714285,0.222241975089167
1967,"Q001-avg",4.11,4.11,0,4.11,0
1967,"Q001-pp",0.36734693877551,0.3061,0.06124693877551,0.336723469387755,0.181890911515232
1967,"Q003-avg",4.11,4.11,0,4.11,0
1967,"Q003-pp",0.285714285714286,0.2653,0.0204142857142859,0.275507142857143,0.0740971195976259
1967,"Q007-avg",4.32,4.32,0,4.32,0
1967,"Q007-pp",0.326530612244898,0.2857,0.040830612244898,0.306115306122449,0.13338311227262
1967,"Q015-avg",4.415,4.415,0,4.415,0
1967,"Q015-pp",0.306122448979592,0.2653,0.040822448979592,0.285711224489796,0.142880102286811
1967,"Q030-avg",4.652,4.652,0,4.652,0
1967,"Q030-pp",0.244897959183673,0.2041,0.040797959183673,0.224498979591837,0.181728929271073
